label,synset,name,support,702k_top1_accuracy,702k_top5_accuracy,702k_top10_accuracy,702k_mean_loss,702k_mean_true_rank,702k_precision,702k_recall,702k_f1,2048unit_top1_accuracy,2048unit_top5_accuracy,2048unit_top10_accuracy,2048unit_mean_loss,2048unit_mean_true_rank,2048unit_precision,2048unit_recall,2048unit_f1,ensemble_top1_accuracy,ensemble_top5_accuracy,ensemble_top10_accuracy,ensemble_mean_loss,ensemble_mean_true_rank,ensemble_precision,ensemble_recall,ensemble_f1,small_minus_large_top1_accuracy,ensemble_minus_small_top1_accuracy,small_minus_large_top5_accuracy,ensemble_minus_small_top5_accuracy,small_minus_large_top10_accuracy,ensemble_minus_small_top10_accuracy,small_minus_large_mean_loss,ensemble_minus_small_mean_loss
148,n04251144,snorkel,50,0.46,0.66,0.74,2.626346516652163,10.3,0.365079365079365,0.46,0.4070796460176991,0.3,0.58,0.74,2.854798749952059,10.32,0.3658536585365853,0.3,0.3296703296703297,0.4,0.66,0.76,2.452425870613592,8.52,0.425531914893617,0.4,0.4123711340206186,0.16000000000000003,-0.06,0.08000000000000007,0.0,0.0,0.020000000000000018,-0.22845223329989572,-0.17392064603857094
149,n04254777,sock,49,0.3265306122448979,0.5714285714285714,0.6938775510204082,3.2596769581002136,12.857142857142858,0.3137254901960784,0.3265306122448979,0.32,0.3265306122448979,0.5918367346938775,0.673469387755102,3.1893327882553617,12.612244897959185,0.3809523809523809,0.3265306122448979,0.3516483516483516,0.3469387755102041,0.5918367346938775,0.673469387755102,2.9289388995450887,10.693877551020408,0.3953488372093023,0.3469387755102041,0.3695652173913043,0.0,0.0204081632653062,-0.020408163265306145,0.020408163265306145,0.020408163265306145,-0.020408163265306145,0.07034416984485192,-0.33073805855512495
150,n04259630,sombrero,47,0.3617021276595745,0.5531914893617021,0.6382978723404256,3.1628054220423105,13.51063829787234,0.3090909090909091,0.3617021276595745,0.3333333333333333,0.2127659574468085,0.4893617021276595,0.6595744680851063,3.5485936962707854,15.127659574468083,0.238095238095238,0.2127659574468085,0.2247191011235955,0.4042553191489361,0.5957446808510638,0.6170212765957447,3.0680539442827555,12.48936170212766,0.3275862068965517,0.4042553191489361,0.3619047619047619,0.14893617021276598,0.0425531914893616,0.06382978723404265,0.04255319148936165,-0.02127659574468077,-0.021276595744680882,-0.38578827422847484,-0.09475147775955506
151,n04265275,space heater,50,0.28,0.46,0.58,3.5039079368937025,11.46,0.2857142857142857,0.28,0.2828282828282828,0.24,0.5,0.68,3.240284088372864,12.04,0.3243243243243243,0.24,0.2758620689655172,0.26,0.52,0.7,3.08001417508622,10.18,0.3095238095238095,0.26,0.2826086956521739,0.040000000000000036,-0.020000000000000018,-0.03999999999999998,0.06,-0.10000000000000009,0.12,0.2636238485208384,-0.4238937618074825
152,n04275548,"spider web, spider's web",48,0.4166666666666667,0.6458333333333334,0.7708333333333334,2.670345549071913,10.1875,0.4761904761904761,0.4166666666666667,0.4444444444444445,0.4791666666666667,0.7083333333333334,0.7916666666666666,2.3932831463742787,11.145833333333334,0.3709677419354839,0.4791666666666667,0.4181818181818182,0.4375,0.75,0.8125,2.270415786288615,10.375,0.4375,0.4375,0.4375,-0.0625,0.020833333333333315,-0.0625,0.10416666666666663,-0.02083333333333326,0.04166666666666663,0.27706240269763427,-0.39992976278329806
153,n04285008,"sports car, sport car",49,0.5306122448979592,0.9183673469387756,0.9591836734693876,1.549456114825682,2.4693877551020407,0.4814814814814814,0.5306122448979592,0.5048543689320388,0.5510204081632653,0.9387755102040816,0.9591836734693876,1.4356423217970822,3.73469387755102,0.391304347826087,0.5510204081632653,0.4576271186440678,0.5918367346938775,0.9591836734693876,0.979591836734694,1.2689546661751063,2.1020408163265305,0.4264705882352941,0.5918367346938775,0.4957264957264957,-0.020408163265306034,0.061224489795918324,-0.020408163265305923,0.04081632653061196,0.0,0.020408163265306367,0.11381379302859984,-0.2805014486505757
154,n04311004,steel arch bridge,49,0.4081632653061224,0.5510204081632653,0.6938775510204082,3.298905078388213,14.510204081632653,0.4,0.4081632653061224,0.4040404040404041,0.3673469387755102,0.6938775510204082,0.8163265306122449,2.731793806311401,11.653061224489797,0.4390243902439024,0.3673469387755102,0.4,0.4489795918367347,0.6326530612244898,0.7959183673469388,2.6958532817059013,10.551020408163266,0.4313725490196078,0.4489795918367347,0.4399999999999999,0.04081632653061218,0.04081632653061229,-0.1428571428571429,0.08163265306122458,-0.12244897959183676,0.10204081632653061,0.5671112720768119,-0.6030517966823115
155,n04328186,"stopwatch, stop watch",46,0.391304347826087,0.6304347826086957,0.6521739130434783,3.7192571700327366,17.217391304347824,0.36,0.391304347826087,0.3749999999999999,0.3695652173913043,0.6739130434782609,0.782608695652174,2.996032239095682,15.195652173913045,0.2786885245901639,0.3695652173913043,0.3177570093457944,0.3695652173913043,0.6521739130434783,0.7391304347826086,3.112905972390141,16.52173913043478,0.3541666666666667,0.3695652173913043,0.3617021276595745,0.02173913043478265,-0.02173913043478265,-0.04347826086956519,0.021739130434782594,-0.13043478260869568,0.08695652173913038,0.7232249309370546,-0.6063511976425957
156,n04356056,"sunglasses, dark glasses, shades",46,0.3478260869565217,0.5217391304347826,0.5434782608695652,3.715505961495928,19.0,0.3404255319148936,0.3478260869565217,0.3440860215053763,0.0869565217391304,0.391304347826087,0.5434782608695652,4.070509926251106,20.217391304347824,0.1379310344827586,0.0869565217391304,0.1066666666666666,0.3043478260869565,0.4565217391304347,0.5869565217391305,3.597496147192312,17.347826086956523,0.3181818181818182,0.3043478260869565,0.3111111111111111,0.26086956521739124,-0.04347826086956519,0.13043478260869562,-0.0652173913043479,0.0,0.0434782608695653,-0.35500396475517837,-0.1180098143036159
157,n04366367,suspension bridge,50,0.38,0.64,0.78,2.562718910019974,7.98,0.3584905660377358,0.38,0.3689320388349514,0.32,0.66,0.82,2.8780445759691493,10.9,0.3809523809523809,0.32,0.3478260869565217,0.36,0.68,0.84,2.4524390043580624,8.08,0.375,0.36,0.3673469387755102,0.06,-0.020000000000000018,-0.020000000000000018,0.040000000000000036,-0.039999999999999925,0.05999999999999994,-0.31532566594917544,-0.11027990566191148
158,n04371430,"swimming trunks, bathing trunks",49,0.2040816326530612,0.5102040816326531,0.6326530612244898,3.715274849066575,14.551020408163266,0.3125,0.2040816326530612,0.2469135802469136,0.1020408163265306,0.3673469387755102,0.5510204081632653,4.093159050727946,18.20408163265306,0.131578947368421,0.1020408163265306,0.1149425287356321,0.1632653061224489,0.4693877551020408,0.6122448979591837,3.634428331543458,14.93877551020408,0.2352941176470588,0.1632653061224489,0.1927710843373493,0.1020408163265306,-0.04081632653061229,0.14285714285714285,-0.04081632653061229,0.08163265306122458,-0.020408163265306145,-0.3778842016613715,-0.080846517523117
159,n04376876,syringe,46,0.1304347826086956,0.391304347826087,0.5,4.5286457652656384,23.130434782608692,0.1764705882352941,0.1304347826086956,0.15,0.1739130434782608,0.3260869565217391,0.4782608695652174,4.218956562109217,19.369565217391305,0.3333333333333333,0.1739130434782608,0.2285714285714285,0.1521739130434782,0.4130434782608695,0.4782608695652174,4.1256124456764365,21.02173913043478,0.2916666666666667,0.1521739130434782,0.2,-0.043478260869565216,0.021739130434782594,0.0652173913043479,0.02173913043478254,0.021739130434782594,-0.021739130434782594,0.3096892031564211,-0.40303331958920197
160,n04398044,teapot,50,0.22,0.52,0.54,3.665499964133976,16.3,0.22,0.22,0.22,0.12,0.38,0.58,3.775744789969141,15.9,0.1428571428571428,0.12,0.1304347826086956,0.22,0.48,0.6,3.4254669926091967,14.52,0.2244897959183673,0.22,0.2222222222222222,0.1,0.0,0.14,-0.040000000000000036,-0.039999999999999925,0.05999999999999994,-0.11024482583516537,-0.2400329715247791
161,n04399382,"teddy, teddy bear",48,0.25,0.5416666666666666,0.6666666666666666,3.2287769896555485,9.354166666666666,0.2307692307692307,0.25,0.24,0.1041666666666666,0.5416666666666666,0.7291666666666666,3.597629601469425,11.479166666666666,0.119047619047619,0.1041666666666666,0.1111111111111111,0.1666666666666666,0.5625,0.75,3.0308494880348413,8.291666666666666,0.2162162162162162,0.1666666666666666,0.188235294117647,0.1458333333333334,-0.0833333333333334,0.0,0.02083333333333337,-0.0625,0.08333333333333337,-0.3688526118138764,-0.19792750162070716
162,n04417672,"thatch, thatched roof",50,0.52,0.8,0.84,2.200029823324711,8.66,0.5416666666666666,0.52,0.5306122448979592,0.38,0.76,0.84,2.4992724441792937,8.96,0.5,0.38,0.4318181818181818,0.52,0.84,0.86,2.0952529634721544,7.4,0.7428571428571429,0.52,0.6117647058823529,0.14,0.0,0.040000000000000036,0.039999999999999925,0.0,0.020000000000000018,-0.29924262085458286,-0.10477685985255647
163,n04456115,torch,50,0.46,0.7,0.76,2.4293210459705943,10.48,0.46,0.46,0.46,0.5,0.66,0.74,2.50978266004575,13.46,0.4032258064516129,0.5,0.4464285714285714,0.56,0.68,0.76,2.259872243943079,10.86,0.4590163934426229,0.56,0.5045045045045045,-0.03999999999999998,0.10000000000000003,0.039999999999999925,-0.019999999999999907,0.020000000000000018,0.0,-0.08046161407515573,-0.1694488020275151
164,n04465501,tractor,48,0.5625,0.7708333333333334,0.8958333333333334,1.9709618576848795,7.729166666666667,0.5,0.5625,0.5294117647058824,0.3958333333333333,0.7083333333333334,0.8125,2.6054729077986685,9.604166666666666,0.4871794871794871,0.3958333333333333,0.4367816091954022,0.5208333333333334,0.7708333333333334,0.8958333333333334,2.005605214353536,7.770833333333333,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.16666666666666669,-0.04166666666666663,0.0625,0.0,0.08333333333333337,0.0,-0.6345110501137889,0.03464335666865637
165,n04486054,triumphal arch,48,0.6875,0.8541666666666666,0.8958333333333334,1.396312372304436,8.083333333333334,0.6346153846153846,0.6875,0.6599999999999999,0.7291666666666666,0.8541666666666666,0.8958333333333334,1.307078206179061,6.854166666666667,0.6862745098039216,0.7291666666666666,0.7070707070707071,0.7708333333333334,0.8958333333333334,0.8958333333333334,1.207703551554549,6.958333333333333,0.6491228070175439,0.7708333333333334,0.7047619047619048,-0.04166666666666663,0.08333333333333337,0.0,0.04166666666666674,0.0,0.0,0.08923416612537505,-0.18860882074988705
166,n04487081,"trolleybus, trolley coach, trackless trolley",48,0.75,0.875,0.8958333333333334,1.1816673315082753,6.458333333333333,0.75,0.75,0.75,0.7083333333333334,0.9166666666666666,0.9166666666666666,1.3664341093698935,6.833333333333333,0.6181818181818182,0.7083333333333334,0.6601941747572815,0.75,0.8958333333333334,0.8958333333333334,1.2256091858843632,7.0625,0.7346938775510204,0.75,0.7422680412371135,0.04166666666666663,0.0,-0.04166666666666663,0.02083333333333337,-0.02083333333333326,0.0,-0.18476677786161821,0.043941854376087885
167,n04501370,turnstile,49,0.3877551020408163,0.6326530612244898,0.7142857142857143,3.0032470039367625,12.551020408163266,0.4222222222222222,0.3877551020408163,0.4042553191489361,0.3673469387755102,0.673469387755102,0.8163265306122449,2.506987102930676,10.142857142857142,0.4285714285714285,0.3673469387755102,0.3956043956043956,0.3877551020408163,0.6530612244897959,0.7959183673469388,2.528229534088965,10.551020408163266,0.4634146341463415,0.3877551020408163,0.4222222222222223,0.02040816326530609,0.0,-0.04081632653061218,0.020408163265306034,-0.10204081632653061,0.08163265306122447,0.4962599010060864,-0.47501746984779736
168,n04507155,umbrella,47,0.1063829787234042,0.2765957446808511,0.4042553191489361,5.086657913237606,29.19148936170213,0.238095238095238,0.1063829787234042,0.1470588235294117,0.0851063829787234,0.2340425531914893,0.3191489361702128,4.890529201352256,27.680851063829788,0.1818181818181818,0.0851063829787234,0.1159420289855072,0.1063829787234042,0.2978723404255319,0.4042553191489361,4.638969102541098,27.106382978723403,0.3125,0.1063829787234042,0.1587301587301587,0.0212765957446808,0.0,0.042553191489361764,0.021276595744680826,0.0851063829787233,0.0,0.19612871188535053,-0.44768881069650845
169,n04532106,vestment,49,0.3469387755102041,0.673469387755102,0.8163265306122449,2.719134546910713,9.10204081632653,0.3863636363636363,0.3469387755102041,0.3655913978494624,0.3469387755102041,0.7142857142857143,0.8367346938775511,2.5769439884733387,10.0,0.3090909090909091,0.3469387755102041,0.3269230769230769,0.3673469387755102,0.7346938775510204,0.8775510204081632,2.4061230759573373,8.0,0.3396226415094339,0.3673469387755102,0.3529411764705882,0.0,0.020408163265306145,-0.04081632653061229,0.061224489795918435,-0.020408163265306145,0.061224489795918324,0.14219055843737438,-0.3130114709533758
170,n04532670,viaduct,50,0.5,0.74,0.84,2.070694842639961,7.12,0.5681818181818182,0.5,0.5319148936170213,0.58,0.76,0.78,2.094607382312754,8.68,0.5087719298245614,0.58,0.5420560747663552,0.58,0.74,0.84,1.9403341849368776,7.36,0.5686274509803921,0.58,0.5742574257425743,-0.07999999999999996,0.07999999999999996,-0.020000000000000018,0.0,0.05999999999999994,0.0,-0.023912539672792832,-0.13036065770308336
171,n04540053,volleyball,49,0.5714285714285714,0.7346938775510204,0.7959183673469388,2.0867132199747123,10.387755102040815,0.5185185185185185,0.5714285714285714,0.5436893203883496,0.4897959183673469,0.8163265306122449,0.8367346938775511,2.0254113347948506,9.877551020408164,0.4528301886792453,0.4897959183673469,0.4705882352941176,0.5918367346938775,0.8163265306122449,0.8367346938775511,1.8406152393764867,9.20408163265306,0.5471698113207547,0.5918367346938775,0.5686274509803921,0.08163265306122447,0.020408163265306145,-0.08163265306122447,0.08163265306122447,-0.04081632653061229,0.04081632653061229,0.06130188517986168,-0.24609798059822552
172,n04560804,water jug,50,0.16,0.42,0.48,4.055334402881963,14.26,0.2105263157894736,0.16,0.1818181818181818,0.12,0.34,0.58,3.757697826758619,13.38,0.1714285714285714,0.12,0.1411764705882353,0.12,0.44,0.6,3.6381999089722714,12.58,0.1935483870967742,0.12,0.1481481481481481,0.04000000000000001,-0.04000000000000001,0.07999999999999996,0.020000000000000018,-0.09999999999999998,0.12,0.2976365761233435,-0.41713449390969126
173,n04562935,water tower,47,0.5319148936170213,0.7021276595744681,0.7446808510638298,2.292164776668427,9.382978723404255,0.5681818181818182,0.5319148936170213,0.5494505494505494,0.5106382978723404,0.723404255319149,0.7872340425531915,2.2504717135671326,9.106382978723405,0.4705882352941176,0.5106382978723404,0.4897959183673468,0.574468085106383,0.7872340425531915,0.8723404255319149,1.8983958702662576,7.191489361702128,0.5192307692307693,0.574468085106383,0.5454545454545454,0.021276595744680882,0.042553191489361764,-0.021276595744680882,0.08510638297872342,-0.042553191489361764,0.12765957446808518,0.04169306310129439,-0.39376890640216944
174,n04596742,wok,50,0.4,0.74,0.86,2.288010312324788,8.8,0.3773584905660377,0.4,0.3883495145631068,0.48,0.62,0.74,2.7815399312621336,13.3,0.4444444444444444,0.48,0.4615384615384615,0.46,0.72,0.84,2.3142965024140256,10.06,0.4107142857142857,0.46,0.4339622641509433,-0.07999999999999996,0.06,0.12,-0.020000000000000018,0.12,-0.020000000000000018,-0.4935296189373455,0.026286190089237493
175,n04597913,wooden spoon,50,0.1,0.34,0.48,4.562031107498507,18.66,0.217391304347826,0.1,0.136986301369863,0.1,0.26,0.46,4.473685418132107,17.78,0.2631578947368421,0.1,0.144927536231884,0.14,0.28,0.52,4.294456306334002,17.68,0.3684210526315789,0.14,0.2028985507246377,0.0,0.04000000000000001,0.08000000000000002,-0.06,0.019999999999999962,0.040000000000000036,0.08834568936639986,-0.26757480116450516
176,n06596364,comic book,50,0.52,0.72,0.82,2.13407721495278,10.3,0.5777777777777777,0.52,0.5473684210526315,0.48,0.68,0.74,2.390832673314699,13.1,0.6153846153846154,0.48,0.5393258426966293,0.56,0.72,0.78,2.086777935620248,10.32,0.6829268292682927,0.56,0.6153846153846154,0.040000000000000036,0.040000000000000036,0.039999999999999925,0.0,0.07999999999999996,-0.039999999999999925,-0.25675545836191915,-0.047299279332531974
177,n07579787,plate,50,0.36,0.66,0.8,2.6565020053423654,8.6,0.4,0.36,0.3789473684210526,0.36,0.76,0.86,2.4678991345373067,8.6,0.3157894736842105,0.36,0.3364485981308411,0.36,0.72,0.86,2.425656643889466,8.5,0.3333333333333333,0.36,0.3461538461538461,0.0,0.0,-0.09999999999999998,0.05999999999999994,-0.05999999999999994,0.05999999999999994,0.18860287080505866,-0.23084536145289958
178,n07583066,guacamole,50,0.58,0.86,0.96,1.449997763254809,3.38,0.4754098360655737,0.58,0.5225225225225224,0.5,0.64,0.8,2.365824496874144,7.06,0.5208333333333334,0.5,0.5102040816326531,0.6,0.84,0.96,1.6034502153456724,3.74,0.5172413793103449,0.6,0.5555555555555556,0.07999999999999996,0.020000000000000018,0.21999999999999997,-0.020000000000000018,0.15999999999999992,0.0,-0.9158267336193351,0.15345245209086356
179,n07614500,"ice cream, icecream",50,0.26,0.7,0.76,2.769280091407574,7.86,0.2888888888888888,0.26,0.2736842105263157,0.22,0.64,0.78,2.9924234913427683,9.32,0.1833333333333333,0.22,0.2,0.32,0.66,0.8,2.6691414357501584,8.04,0.3265306122448979,0.32,0.3232323232323232,0.04000000000000001,0.06,0.05999999999999994,-0.039999999999999925,-0.020000000000000018,0.040000000000000036,-0.22314339993519416,-0.10013865565741575
180,n07615774,"ice lolly, lolly, lollipop, popsicle",50,0.26,0.54,0.66,3.575149595106633,14.3,0.2407407407407407,0.26,0.25,0.3,0.48,0.52,3.7155683426443256,15.82,0.2542372881355932,0.3,0.2752293577981651,0.34,0.56,0.62,3.356506081637659,12.7,0.2833333333333333,0.34,0.3090909090909091,-0.03999999999999998,0.08000000000000002,0.06000000000000005,0.020000000000000018,0.14,-0.040000000000000036,-0.14041874753769257,-0.21864351346897415
181,n07695742,pretzel,50,0.42,0.66,0.74,3.0023473786665464,13.74,0.5,0.42,0.4565217391304348,0.4,0.54,0.7,3.4233332557835445,22.06,0.3174603174603174,0.4,0.3539823008849557,0.42,0.64,0.7,2.958158381992313,17.28,0.4468085106382978,0.42,0.4329896907216494,0.019999999999999962,0.0,0.12,-0.020000000000000018,0.040000000000000036,-0.040000000000000036,-0.4209858771169981,-0.04418899667423348
182,n07711569,mashed potato,50,0.48,0.72,0.88,2.2244901603938465,5.46,0.3037974683544304,0.48,0.3720930232558139,0.32,0.72,0.84,2.376281395296977,6.52,0.2352941176470588,0.32,0.2711864406779661,0.48,0.74,0.88,2.094492329442468,5.0,0.3076923076923077,0.48,0.375,0.15999999999999998,0.0,0.0,0.020000000000000018,0.040000000000000036,0.0,-0.1517912349031305,-0.1299978309513783
183,n07715103,cauliflower,50,0.46,0.74,0.86,2.1034622038554214,5.3,0.4693877551020408,0.46,0.4646464646464646,0.42,0.72,0.84,2.349595703740305,7.48,0.6363636363636364,0.42,0.5060240963855421,0.46,0.78,0.84,1.9948868549395424,5.4,0.5111111111111111,0.46,0.4842105263157895,0.040000000000000036,0.0,0.020000000000000018,0.040000000000000036,0.020000000000000018,-0.020000000000000018,-0.24613349988488364,-0.10857534891587894
184,n07720875,bell pepper,50,0.62,0.94,0.98,1.12168537061375,2.06,0.5254237288135594,0.62,0.5688073394495413,0.66,0.9,0.94,1.213210325303805,3.56,0.6226415094339622,0.66,0.6407766990291262,0.64,0.92,0.96,1.0350054424905868,2.22,0.6037735849056604,0.64,0.6213592233009708,-0.040000000000000036,0.020000000000000018,0.039999999999999925,-0.019999999999999907,0.040000000000000036,-0.020000000000000018,-0.09152495469005495,-0.08667992812316316
185,n07734744,mushroom,49,0.5714285714285714,0.7755102040816326,0.8367346938775511,1.9250463440958576,6.612244897959184,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5510204081632653,0.7142857142857143,0.7755102040816326,2.520390725644174,10.53061224489796,0.675,0.5510204081632653,0.6067415730337078,0.5918367346938775,0.7755102040816326,0.8571428571428571,1.9397986961627416,7.489795918367347,0.6444444444444445,0.5918367346938775,0.6170212765957447,0.020408163265306145,0.020408163265306145,0.061224489795918324,0.0,0.061224489795918435,0.020408163265306034,-0.5953443815483164,0.014752352066883967
186,n07747607,orange,50,0.56,0.78,0.84,1.895053467056632,6.9,0.5,0.56,0.5283018867924528,0.52,0.84,0.94,1.763380582766067,6.86,0.4482758620689655,0.52,0.4814814814814814,0.56,0.8,0.92,1.6770522027681454,6.68,0.4912280701754385,0.56,0.5233644859813084,0.040000000000000036,0.0,-0.05999999999999994,0.020000000000000018,-0.09999999999999998,0.08000000000000007,0.131672884290565,-0.21800126428848654
187,n07749582,lemon,50,0.56,0.82,0.9,1.9991964627513183,6.36,0.4590163934426229,0.56,0.5045045045045045,0.48,0.86,0.9,1.846296498831164,4.02,0.3934426229508196,0.48,0.4324324324324324,0.6,0.88,0.94,1.6595391472047367,3.54,0.4477611940298507,0.6,0.5128205128205128,0.08000000000000007,0.039999999999999925,-0.040000000000000036,0.06000000000000005,0.0,0.039999999999999925,0.15289996392015426,-0.33965731554658163
188,n07753592,banana,50,0.32,0.68,0.76,2.801229955814519,7.42,0.3018867924528302,0.32,0.3106796116504854,0.28,0.58,0.78,2.905314734965988,8.58,0.28,0.28,0.28,0.36,0.66,0.76,2.588010993404448,7.24,0.375,0.36,0.3673469387755102,0.03999999999999998,0.03999999999999998,0.10000000000000009,-0.020000000000000018,-0.020000000000000018,0.0,-0.10408477915146896,-0.21321896241007066
189,n07768694,pomegranate,50,0.54,0.8,0.86,1.8389447108204655,6.84,0.54,0.54,0.54,0.6,0.82,0.96,1.5824568211389043,3.82,0.5172413793103449,0.6,0.5555555555555556,0.6,0.88,0.96,1.4366339432436857,3.86,0.5555555555555556,0.6,0.576923076923077,-0.05999999999999994,0.05999999999999994,-0.019999999999999907,0.07999999999999996,-0.09999999999999998,0.09999999999999998,0.2564878896815612,-0.40231076757677986
190,n07871810,"meat loaf, meatloaf",50,0.48,0.82,0.84,1.967920894024367,5.18,0.4067796610169492,0.48,0.4403669724770642,0.44,0.74,0.94,1.9669637768152148,4.78,0.3728813559322034,0.44,0.4036697247706421,0.54,0.8,0.88,1.801936184419164,4.4,0.4426229508196721,0.54,0.4864864864864864,0.03999999999999998,0.06000000000000005,0.07999999999999996,-0.019999999999999907,-0.09999999999999998,0.040000000000000036,0.0009571172091522584,-0.16598470960520317
191,n07873807,"pizza, pizza pie",50,0.64,0.9,0.94,1.311233228322303,5.88,0.5714285714285714,0.64,0.6037735849056605,0.64,0.9,0.9,1.2264708439772931,5.5,0.6153846153846154,0.64,0.6274509803921569,0.7,0.86,0.96,1.17351171922839,5.6,0.6363636363636364,0.7,0.6666666666666666,0.0,0.05999999999999994,0.0,-0.040000000000000036,0.039999999999999925,0.020000000000000018,0.08476238434500982,-0.137721509093913
192,n07875152,potpie,50,0.62,0.76,0.88,1.958092961795772,8.78,0.5636363636363636,0.62,0.5904761904761904,0.6,0.84,0.9,1.7032304523828137,6.2,0.4761904761904761,0.6,0.5309734513274337,0.64,0.84,0.86,1.663435819144368,6.54,0.5161290322580645,0.64,0.5714285714285714,0.020000000000000018,0.020000000000000018,-0.07999999999999996,0.07999999999999996,-0.020000000000000018,-0.020000000000000018,0.2548625094129584,-0.29465714265140397
193,n07920052,espresso,50,0.66,0.74,0.82,1.6443544038701343,8.88,0.4925373134328358,0.66,0.5641025641025641,0.72,0.84,0.84,1.607572885963338,12.08,0.5142857142857142,0.72,0.6,0.7,0.8,0.86,1.5046941049826317,10.02,0.4929577464788732,0.7,0.5785123966942148,-0.05999999999999994,0.039999999999999925,-0.09999999999999998,0.06000000000000005,-0.020000000000000018,0.040000000000000036,0.03678151790679629,-0.13966029888750264
194,n09193705,alp,50,0.6,0.8,0.84,1.8599801354567047,5.76,0.5660377358490566,0.6,0.5825242718446602,0.48,0.72,0.84,2.222618670143342,9.76,0.5853658536585366,0.48,0.5274725274725274,0.52,0.82,0.86,1.8200540218524928,6.98,0.5416666666666666,0.52,0.5306122448979592,0.12,-0.07999999999999996,0.08000000000000007,0.019999999999999907,0.0,0.020000000000000018,-0.3626385346866372,-0.039926113604211944
195,n09246464,"cliff, drop, drop-off",50,0.38,0.76,0.8,2.6271504738355613,11.46,0.4042553191489361,0.38,0.3917525773195877,0.4,0.66,0.86,2.4487850105601527,9.44,0.3448275862068966,0.4,0.3703703703703704,0.44,0.76,0.82,2.282609753956005,9.32,0.4150943396226415,0.44,0.4271844660194174,-0.020000000000000018,0.06,0.09999999999999998,0.0,-0.05999999999999994,0.019999999999999907,0.1783654632754086,-0.34454071987955626
196,n09256479,coral reef,50,0.62,0.96,0.98,1.4581899449943991,2.08,0.5740740740740741,0.62,0.5961538461538461,0.42,0.88,0.98,1.830028611628536,2.94,0.4468085106382978,0.42,0.4329896907216494,0.52,0.92,0.98,1.4772485624328524,2.4,0.5098039215686274,0.52,0.5148514851485149,0.2,-0.09999999999999998,0.07999999999999996,-0.039999999999999925,0.0,0.0,-0.3718386666341369,0.019058617438453274
197,n09332890,"lakeside, lakeshore",49,0.2653061224489796,0.6530612244897959,0.8163265306122449,3.0564983799974703,6.816326530612245,0.2954545454545454,0.2653061224489796,0.2795698924731183,0.2244897959183673,0.5714285714285714,0.8367346938775511,2.9026186215277483,7.63265306122449,0.22,0.2244897959183673,0.2222222222222222,0.2448979591836734,0.7142857142857143,0.8775510204081632,2.709345958001661,6.408163265306122,0.25,0.2448979591836734,0.2474226804123711,0.04081632653061232,-0.0204081632653062,0.08163265306122447,0.061224489795918435,-0.020408163265306145,0.061224489795918324,0.15387975846972202,-0.3471524219958093
198,n09428293,"seashore, coast, seacoast, sea-coast",50,0.46,0.8,0.84,2.047268050622081,5.22,0.4259259259259259,0.46,0.4423076923076923,0.48,0.8,0.86,2.06377525451822,7.12,0.375,0.48,0.4210526315789473,0.54,0.86,0.88,1.878751437207976,5.3,0.4426229508196721,0.54,0.4864864864864864,-0.019999999999999962,0.08000000000000002,0.0,0.05999999999999994,-0.020000000000000018,0.040000000000000036,-0.01650720389613891,-0.16851661341410495
199,n12267677,acorn,50,0.34,0.6,0.74,2.978010846689266,11.76,0.3777777777777777,0.34,0.3578947368421052,0.3,0.62,0.66,3.129878226200105,15.08,0.2542372881355932,0.3,0.2752293577981651,0.38,0.68,0.74,2.7623038445609707,11.02,0.3725490196078431,0.38,0.3762376237623762,0.040000000000000036,0.03999999999999998,-0.020000000000000018,0.08000000000000007,0.07999999999999996,0.0,-0.15186737951083895,-0.2157070021282954
