label,synset,name,support,top1_accuracy,top5_accuracy,top10_accuracy,mean_loss,mean_true_probability,mean_true_rank,median_true_rank,predicted_count,false_positive_count,precision,recall,f1
122,n03804744,nail,48,0.14583333333333334,0.4583333333333333,0.6041666666666666,3.939289147985482,0.08417532128211941,17.25,7.0,38,31,0.18421052631578946,0.14583333333333334,0.16279069767441862
123,n03814639,neck brace,49,0.24489795918367346,0.46938775510204084,0.5918367346938775,3.4367366022726378,0.16075342270764342,16.102040816326532,6.0,68,56,0.17647058823529413,0.24489795918367346,0.20512820512820515
124,n03837869,obelisk,49,0.6326530612244898,0.8163265306122449,0.8979591836734694,1.4821543188312831,0.5414951482285372,5.938775510204081,1.0,59,28,0.5254237288135594,0.6326530612244898,0.5740740740740742
125,n03838899,"oboe, hautboy, hautbois",49,0.14285714285714285,0.40816326530612246,0.5306122448979592,3.9302658746055723,0.1157583085730629,18.448979591836736,8.0,19,12,0.3684210526315789,0.14285714285714285,0.20588235294117646
126,n03854065,"organ, pipe organ",50,0.5,0.72,0.82,2.02586364352131,0.4257689734704446,8.76,1.5,66,41,0.3787878787878788,0.5,0.43103448275862066
127,n03891332,parking meter,49,0.1836734693877551,0.5714285714285714,0.673469387755102,3.494880104874081,0.15585702714836908,16.26530612244898,4.0,41,32,0.21951219512195122,0.1836734693877551,0.2
128,n03902125,"pay-phone, pay-station",47,0.3829787234042553,0.6170212765957447,0.7446808510638298,2.8777878371071757,0.23724516996304432,13.446808510638299,3.0,48,30,0.375,0.3829787234042553,0.37894736842105264
129,n03930313,"picket fence, paling",48,0.4791666666666667,0.7291666666666666,0.7708333333333334,2.3680006378499687,0.3531147384323254,8.229166666666666,2.0,44,21,0.5227272727272727,0.4791666666666667,0.5
130,n03937543,pill bottle,49,0.2653061224489796,0.5306122448979592,0.6122448979591837,3.4042537248684916,0.15408325889948166,13.755102040816327,5.0,52,39,0.25,0.2653061224489796,0.25742574257425743
131,n03970156,"plunger, plumber's helper",49,0.08163265306122448,0.2857142857142857,0.42857142857142855,4.393145749282086,0.04470992403528969,20.93877551020408,14.0,16,12,0.25,0.08163265306122448,0.12307692307692307
132,n03976657,pole,50,0.14,0.36,0.54,4.132557531848722,0.12024081665058586,18.68,9.5,27,20,0.25925925925925924,0.14,0.18181818181818182
133,n03977966,"police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria",50,0.68,0.88,0.9,1.3619911944703316,0.5322138029869865,4.72,1.0,59,25,0.576271186440678,0.68,0.6238532110091743
134,n03980874,poncho,50,0.28,0.56,0.68,3.191570789384745,0.18091780003193453,11.02,4.0,44,30,0.3181818181818182,0.28,0.29787234042553196
135,n03983396,"pop bottle, soda bottle",50,0.08,0.38,0.52,4.370711039575512,0.06313788458101474,23.26,9.5,28,24,0.14285714285714285,0.08,0.10256410256410256
136,n03992509,potter's wheel,47,0.2978723404255319,0.5531914893617021,0.6170212765957447,3.328197586998568,0.20051729275663216,15.170212765957446,4.0,67,53,0.208955223880597,0.2978723404255319,0.24561403508771934
137,n04008634,"projectile, missile",48,0.2708333333333333,0.4583333333333333,0.6458333333333334,3.361888464543091,0.17207844461225907,11.958333333333334,7.0,38,25,0.34210526315789475,0.2708333333333333,0.3023255813953488
138,n04023962,"punching bag, punch bag, punching ball, punchball",47,0.3191489361702128,0.574468085106383,0.6170212765957447,3.5885178197404306,0.13723264737427407,17.851063829787233,4.0,45,30,0.3333333333333333,0.3191489361702128,0.3260869565217391
139,n04067472,reel,47,0.2553191489361702,0.3617021276595745,0.425531914893617,4.571268527035622,0.13992079348232642,29.851063829787233,14.0,40,28,0.3,0.2553191489361702,0.2758620689655172
140,n04070727,"refrigerator, icebox",49,0.40816326530612246,0.5918367346938775,0.6530612244897959,3.055429623210081,0.2883942282650626,15.285714285714286,2.0,68,48,0.29411764705882354,0.40816326530612246,0.3418803418803419
141,n04074963,"remote control, remote",47,0.19148936170212766,0.46808510638297873,0.6382978723404256,3.8112218525621784,0.11925737888961105,17.4468085106383,6.0,29,20,0.3103448275862069,0.19148936170212766,0.23684210526315788
142,n04099969,"rocking chair, rocker",48,0.2708333333333333,0.5,0.6458333333333334,3.3541261383158676,0.18481161419074868,15.8125,5.5,39,26,0.3333333333333333,0.2708333333333333,0.29885057471264365
143,n04118538,rugby ball,50,0.74,0.82,0.82,1.4670353487313192,0.6797019625779892,11.18,1.0,46,9,0.8043478260869565,0.74,0.7708333333333333
